"id","companyName","companies_ID","meanBonus","meanHourly","medianBonus","medianHourly","reportLink","year","meanHourlyPT","medianHourlyPT","meanHourlyTemp","medianHourlyTemp","perBonusFemale","perBonusMale","perBIKFemale","perBIKMale","pb1Female","pb1Male","pb2Female","pb2Male","pb3Female","pb3Male","pb4Female","pb4Male","perEmployeesFemale","perEmployeesMale"
"255","Linesight","260","42.19000","20.75000","0.00000","17.56000","https://assets.ctfassets.net/1lsus2dflm8x/4g1pfOaIFRNKhYaCl7up9L/89a7f76bee2e6588312eb1ad012c4fa1/Gender_Pay_Gap_Report_-_FINAL_21122022.pdf","2022","-6.90000","20.96000","37.06000","-8.89000","77.78000","84.26000","30.86000","24.37000","41.00000","59.00000","30.00000","70.00000","19.00000","81.00000","27.00000","73.00000",NULL,NULL
"256","Longford County Council","261",NULL,"2.08000",NULL,"-10.14000","https://www.longfordcoco.ie/your-council/policy-and-publications/gender%20pay%20gap%20report%202023/previous-gender-pay-gap-reports/longford-county-council-gender-pay-gap-report-2022-.pdf","2022","-13.20000","-9.80000","5.90000","-20.35000",NULL,NULL,NULL,NULL,"39.39000","60.61000","25.77000","74.23000","60.61000","39.39000","44.90000","55.10000","43.00000","57.00000"
"257","Louth County Council","262",NULL,"3.26000",NULL,"3.03000","https://www.louthcoco.ie/en/publications/other-reports/louth-county-council-gender-pay-gap-report-20221.pdf","2022","0.99000","2.99000","2.68000","0.92000",NULL,NULL,NULL,NULL,"53.06000","46.94000","30.10000","69.90000","39.29000","60.71000","37.24000","62.76000","40.00000","60.00000"
"258","M&S Ireland","263","14.70000","4.20000","11.90000","0.80000","https://corporate.marksandspencer.com/sites/marksandspencer/files/marks-spencer/investor/Gender%20Pay%20Gap%20Report%20Ireland%202022%20Final.pdf","2022","-7.70000","-4.50000","2.20000","1.90000","88.90000","89.10000",NULL,NULL,"68.90000","31.10000","76.10000","23.90000","71.00000","29.00000","69.90000","30.10000","71.00000","29.00000"
"259","Magna International Autolaunch Ireland Limited","264","-59.58000","-2.89000","-603.92000","-4.59000","https://web.archive.org/web/20230608143022/https://www.magna.com/docs/default-source/ireland-pay-legislation/autolaunch-gender-pay-gap-reporting-results-2022.pdf?sfvrsn=b926feef_9","2022","0.00000","0.00000","0.00000","0.00000","52.38000","64.12000","4.76000","5.56000","3.51000","96.49000","4.42000","95.58000","5.31000","94.69000","5.31000","94.69000","5.40000","94.60000"
"260","Marsh Employee Benefits Ltd","265","80.20000","45.50000","19.60000","13.50000","https://info.marsh.com/l/395202/2022-12-22/chxzr1/395202/1671714801TbZ5G7V7/Marsh_Ireland_Gender_Pay_Gap_Report.pdf","2022","49.40000","55.80000","100.00000","100.00000","90.10000","88.00000","93.30000","92.30000","50.00000","50.00000","67.10000","32.90000","51.40000","48.60000","26.00000","74.00000","49.00000","51.00000"
"261","Mary Immaculate College","266",NULL,"14.36000",NULL,"28.43000","https://www.mic.ul.ie/about-mic/governance-at-mic/gender-pay-gap-report?index=3","2022","-93.72000","-78.22000","-16.22000","-30.72000",NULL,NULL,"7.00000","7.00000","73.00000","27.00000","86.00000","14.00000","71.00000","29.00000","54.00000","46.00000",NULL,NULL
"262","Mason, Hayes & Curran (incl. partners)","267","44.00000","50.00000","39.00000","24.00000","https://www.mhc.ie/uploads/documents/MHC-Gender-Pay-Gap-Report-2022.pdf","2022","-5.00000","-14.00000","-4.00000","0.00000","77.00000","63.00000","61.00000","51.00000","66.00000","34.00000","79.00000","21.00000","58.00000","42.00000","43.00000","57.00000","67.00000","33.00000"
"263","Mastercard Ireland","268","28.40000","15.60000","22.60000","19.60000","https://www.mastercard.ie/content/dam/public/mastercardcom/eu/ie/vision/Other/Ireland_GPG2022.pdf","2022",NULL,NULL,NULL,NULL,"72.80000","73.10000","91.80000","93.50000","31.40000","68.60000","44.10000","55.90000","27.10000","72.90000","22.00000","78.00000",NULL,NULL
"264","Matheson: Matheson LLP (including partners)","269","81.00000","61.00000","73.00000","24.00000","https://www.matheson.com/docs/default-source/about-us/matheson-gender-pay-gap-report-december-2022.pdf?sfvrsn=2c06f339_2","2022","35.00000","41.00000","-5.00000","0.00000","91.00000","90.00000","6.00000","7.00000","67.00000","33.00000","70.00000","30.00000","73.00000","27.00000","43.00000","57.00000","65.00000","35.00000"
"265","Matheson: Support Services (including partners)","270","87.00000","37.00000","42.00000","26.00000","https://www.matheson.com/docs/default-source/about-us/matheson-gender-pay-gap-report-december-2022.pdf?sfvrsn=2c06f339_2","2022",NULL,NULL,"-5.00000","-72.00000","90.00000","86.00000","4.00000","14.00000","57.00000","43.00000","88.00000","12.00000","65.00000","35.00000","38.00000","62.00000",NULL,NULL
"266","Maynooth University","271",NULL,"16.99000",NULL,"24.14000","https://www.maynoothuniversity.ie/sites/default/files/filefield_paths/GPG%20Report%20MU%202022.pdf","2022","16.89000","4.34000","14.03000","9.39000",NULL,NULL,"0.00000","0.00000","67.20000","32.80000","67.52000","32.48000","52.26000","47.74000","45.81000","54.19000",NULL,NULL
"267","Mayo County Council","272",NULL,"-2.19000",NULL,"-4.83000","https://www.mayo.ie/getmedia/c5daffde-db54-4366-8df6-19c67f1f4a5a/Gender-Pay-Gap-Report.pdf","2022","-1.65000","0.23000","6.24000","-3.48000",NULL,NULL,NULL,NULL,"36.49000","63.51000","30.95000","69.05000","35.69000","64.31000","45.27000","54.73000","37.00000","63.00000"
"268","McKesson Ireland (acquired by Phoenix Group)","274","65.81000","22.96000","42.49000","5.01000","https://issuu.com/lloydspharmacyireland/docs/gender_pay_reporting_published_36_","2022","11.00000","-3.10000",NULL,NULL,"75.00000","77.00000","17.49000","15.80000","80.00000","20.00000","69.00000","31.00000","79.00000","21.00000","63.00000","37.00000","73.00000","27.00000"
"269","Meath County Council","275",NULL,"4.11000",NULL,"-0.67000","https://www.meath.ie/system/files/media/file-uploads/2022-12/MCC%20Gender%20Pay%20Gap%20Report%20Dec%202022_0.pdf","2022","-12.43000","-4.46000","-24.69000","-4.66000",NULL,NULL,NULL,NULL,"42.91000","57.09000","41.59000","58.41000","49.12000","50.88000","37.17000","62.83000","44.00000","56.00000"
"270","Mediahuis Ireland","276","34.80000","22.30000","0.00000","24.40000","https://www.mediahuis.ie/app/uploads/2022/12/Mediahuis-GPG-Report-December-2022-201222-2.pdf","2022","31.70000","43.70000","6.80000","-25.90000","89.60000","94.20000","100.00000","100.00000","53.00000","47.00000","42.00000","58.00000","36.00000","64.00000","25.00000","75.00000",NULL,NULL
"271","Medtronic","277","28.00000","11.00000","24.00000","14.00000","https://www.medtronic.com/content/dam/medtronic-wide/public/western-europe/employee-support-services/communications/gender-pay-gap-2022-ie.pdf","2022","-7.00000","0.00000","8.00000","10.00000","98.00000","98.00000","80.00000","87.00000","52.00000","48.00000","54.00000","46.00000","45.00000","55.00000","40.00000","60.00000",NULL,NULL
"272","Merck Millipore","278","33.20000","21.10000","29.80000","22.60000","https://www.merckgroup.com/uk-en/2022-Ireland-Gender-Pay-Gap-Report.pdf","2022",NULL,NULL,NULL,NULL,"92.20000","96.90000","84.70000","92.90000","64.10000","35.90000","41.40000","58.60000","24.90000","75.10000","20.00000","80.00000",NULL,NULL
"273","Mercury Ireland UC (Mercury Engineering)","279","46.70000","16.30000","30.10000","14.80000","https://www.mercuryeng.com/wp-content/uploads/2022/12/Mercury-Gender-Pay-Gap-Report-2022-Final.pdf","2022",NULL,NULL,NULL,NULL,"19.98000","80.02000","0.00000","0.00000","12.96000","87.04000","13.10000","86.90000","9.92000","90.08000","5.42000","94.58000","10.35000","89.65000"
"274","Mercy University Hospital","280",NULL,"25.17000",NULL,"0.49000","https://muh.ie/images/muhdocs/Mercy-University-Hospital-Gender-Pay-Gap-Report-2022.pdf","2022","16.98000","-22.52000",NULL,NULL,NULL,NULL,"0.48000","3.82000","78.54000","21.46000","78.79000","21.21000","86.11000","13.89000","70.63000","29.37000","78.00000","22.00000"
"275","Merit Medical Ireland","281","30.90000","11.42000","0.00000","3.14000","https://www.merit.com/compliance/ireland-gender-pay-gap-2022/","2022","0.61000","3.30000","11.56000","3.00000","96.00000","92.00000","76.00000","72.00000","55.00000","45.00000","52.00000","48.00000","51.00000","49.00000","43.00000","57.00000",NULL,NULL
"276","Meta Ireland (all legal entities)","282","43.30000","15.70000","22.10000","15.00000","https://s21.q4cdn.com/399680738/files/doc_downloads/2022/12/Meta-Ireland-Gender-Pay-2022-Report.pdf","2022",NULL,NULL,"7.10000","14.40000","96.80000","96.70000","100.00000","100.00000","60.70000","39.30000","55.80000","44.20000","48.90000","51.10000","37.00000","63.00000",NULL,NULL
"277","Microsoft (both legal entities)","283","9.80000","0.20000","9.90000","6.20000","https://www.microsoft.com/cms/api/am/binary/RE5dSTj","2022",NULL,NULL,NULL,NULL,"82.70000","78.40000","85.30000","86.90000","39.20000","60.80000","33.00000","67.00000","31.40000","68.40000","29.90000","70.10000",NULL,NULL
"278","ABM (formerly Momentum Support)","284","23.10000","3.90000","-17.30000","1.70000","https://abmireland.com/wp-content/uploads/2023/03/Momentum-Support-An-ABM-Company-Gender-Pay-Gap-Report-2022-Reg-No-IE091300-v3-1.pdf","2022","0.20000","1.80000",NULL,NULL,"2.80000","3.70000","0.90000","1.20000","77.00000","23.00000","69.10000","30.90000","64.50000","35.50000","64.00000","36.00000","68.67000","31.33000"
"279","Monaghan County Council","285",NULL,"1.12000",NULL,"-8.50000","https://issuu.com/1monaghancoco/docs/mcc_-_gender_pay_gap_report_2022_151222","2022","-8.37000","-10.97000","12.07000","8.23000",NULL,NULL,NULL,NULL,"35.04000","64.96000","32.76000","67.24000","50.00000","50.00000","44.63000","55.37000","41.00000","59.00000"
"280","MSD","286","9.34000","9.80000","-0.24000","13.05000","https://msd-ireland.com/wp-content/uploads/sites/67/2022/12/MSD-Ireland-Gender-Pay-Gap-Report-2022-Final.pdf","2022","8.06000","-4.71000","11.57000","25.68000","95.11000","96.18000","100.00000","100.00000","59.00000","41.00000","48.00000","52.00000","33.00000","67.00000","29.00000","71.00000","42.46000","57.74000"
"281","MUFG Investor Services Ireland","287","10.40000","2.80000","2.00000","0.60000","https://web.archive.org/web/20230530214236/https://www.mufg-investorservices.com/wp-content/uploads/2022/12/MUFG-Ireland-Gender-Pay-Gap-.pdf","2022",NULL,NULL,NULL,NULL,NULL,NULL,"88.00000","88.00000","38.00000","62.00000","44.00000","56.00000","42.00000","58.00000","40.00000","60.00000",NULL,NULL
"282","Munster Technological University (MTU)","288",NULL,"8.10000",NULL,"6.00000","https://www.mtu.ie/media/mtu-website/governance/policies-and-publications/equality-diversity-and-inclusion-edi/MTU-GPG-Report-December-2022.pdf","2022","9.30000","10.00000","5.10000","14.40000",NULL,NULL,NULL,NULL,"61.10000","38.90000","52.80000","47.10000","51.20000","48.60000","41.30000","58.70000","52.00000","48.00000"
"283","Musgrave: Cedarglade","289","48.90000","8.40000","0.00000","1.30000","https://www.musgravegroup.com/wp-content/uploads/2022/12/Cedarglade-Gender-Pay-Gap-Communications-Statement-2022-FINAL.pdf","2022","2.00000","1.90000","0.00000","0.00000","41.70000","48.70000","0.00000","0.00000","69.00000","31.00000","66.00000","34.00000","61.00000","39.00000","54.00000","46.00000",NULL,NULL
"284","Musgrave: Musgrave Limited","290","-13.50000","-11.90000","-15.40000","-18.50000","https://www.musgravegroup.com/wp-content/uploads/2022/12/Musgrave-Ltd-Gender-Pay-Gap-Communications-Statement-2022-FINAL-1.pdf","2022","-51.30000","-12.40000","-0.80000","-6.70000","85.00000","90.00000","8.00000","7.00000","20.00000","80.00000","14.00000","86.00000","26.00000","74.00000","29.00000","71.00000",NULL,NULL
"285","Musgrave: Musgrave Operating Partners Ireland (MOPI) ","291","44.60000","11.60000","24.10000","8.90000","https://www.musgravegroup.com/wp-content/uploads/2022/12/MOPI-Gender-Pay-Gap-Communications-Statement-2022-FINAL.pdf","2022","5.10000","8.20000","-2.80000","2.00000","85.20000","86.40000","1.10000","2.40000","61.00000","39.00000","59.00000","41.00000","56.00000","44.00000","30.00000","70.00000",NULL,NULL
"286","Nandos","292","33.00000","-6.00000","24.20000","-0.30000","https://www.nandos.ie/sites/default/files/Gender%20Pay%20Gap%20Report%20%28ROI%29%202022.pdf","2022","1.60000","0.00000","1.50000","0.10000","11.90000","10.60000","3.60000","1.80000","54.00000","46.00000","49.00000","51.00000","58.00000","42.00000","54.00000","46.00000",NULL,NULL
"287","National Co-operative Farm Relief Services Limited","293","72.95000","-15.60000","60.02000","-15.56000","https://web.archive.org/web/20230202211403/https://www.frsnetwork.ie/gender-pay-gap-report/","2022","-5.88000","-3.40000",NULL,NULL,"4.00000","2.00000","1.00000","2.00000","18.00000","82.00000","6.00000","94.00000","9.00000","91.00000","27.00000","73.00000",NULL,NULL
"288","National College of Ireland","294","14.50000","26.10000","14.40000","37.40000","https://www.ncirl.ie/Portals/0/Gender%20Pay%20Gap/Gender_PayGap_Report22%20FINAL.pdf?ver=2022-12-19-121305-370","2022","37.40000","48.00000","26.10000","51.90000","1.03000","0.93000",NULL,NULL,"63.00000","37.00000","70.00000","30.00000","55.00000","45.00000","40.00000","60.00000",NULL,NULL
"289","National Shared Services Office","295",NULL,"0.35000",NULL,"-7.56000","https://prod-nsso-assets.s3.amazonaws.com/documents/Gender_Pay_Gap_Report_v3.pdf","2022","-4.86000","9.84000","7.95000","0.00000",NULL,NULL,NULL,NULL,"62.87000","37.18000","63.41000","36.59000","73.85000","26.15000","69.15000","30.85000","67.00000","33.00000"
"290","National Transport Authority","296",NULL,"3.78000",NULL,"1.91000","https://www.nationaltransport.ie/wp-content/uploads/2022/12/Gender-Pay-Gap.pdf","2022","-33.99000","-81.18000",NULL,NULL,NULL,NULL,NULL,NULL,"45.00000","55.00000","30.00000","70.00000","32.00000","68.00000","31.00000","69.00000","35.00000","65.00000"
"291","National Treasury Management Agency (NTMA)","297","22.50000","20.50000","21.50000","17.00000","https://www.ntma.ie/uploads/publication-articles/NTMA-2022-Gender-Pay-Gap-Report.pdf","2022","-72.40000","-70.80000","19.20000","17.70000","32.90000","38.00000","30.50000","48.00000","65.90000","34.10000","53.20000","46.80000","50.10000","49.90000","38.70000","61.30000","52.00000","48.00000"
"292","Vision Ireland (formerly NCBI National Council for the Blind of Ireland)","298","14.93000","12.08000","0.00000","25.62000","https://www.ncbi.ie/ncbi-gender-pay-gap-report/","2022","16.07000","34.78000","2.96000","10.38000","25.56000","7.32000","0.00000","0.00000","77.27000","22.73000","86.36000","13.64000","73.86000","26.14000","69.32000","30.68000",NULL,NULL
"293","New Ireland Assurance","299","67.90000","23.40000","99.30000","10.70000","https://www.newireland.ie/view-document/107137-New_Ireland_GPG_Report_2022_.pdf","2022","-50.60000","-46.80000","-13.50000","0.00000","2.60000","12.90000","91.30000","89.50000","61.00000","39.00000","58.00000","42.00000","62.00000","38.00000","37.00000","63.00000","55.00000","45.00000"
"294","Northern Trust","300","35.00000","11.00000","12.50000","3.30000","https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/about-us/policy/2022-irl-gpg-main-report.pdf","2022","-18.50000","-10.20000","23.80000","0.00000","96.40000","94.80000","90.20000","87.90000","48.40000","51.60000","54.80000","45.20000","51.80000","48.20000","41.40000","58.60000",NULL,NULL
"295","Novartis: Novartis Ireland Limited","301","24.80000","14.80000","28.60000","17.80000","https://www.novartis.com/ie-en/sites/novartis_ie/files/Gender%20Pay%20Gap%20Report%202022%20-%20Novartis%20Ireland.pdf","2022","-22.50000","21.00000","0.10000","-2.10000","91.10000","92.10000","91.70000","93.40000","71.30000","28.70000","58.20000","41.80000","46.90000","53.10000","41.60000","58.40000",NULL,NULL
"296","Novartis: Novartis Ringaskiddy Limited","302","2.20000","23.40000","7.70000","29.50000","https://www.novartis.com/ie-en/sites/novartis_ie/files/Gender%20Pay%20Gap%20Report%202022%20-%20Novartis%20Ireland.pdf","2022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"297","Nua Healthcare Services","303","-32.99000","-2.05000","-566.70000","-1.38000","https://www.nuahealthcare.ie/contentFiles/Gender_Pay_Gap_Report_2022.pdf","2022","0.00000","0.00000","0.00000","0.00000","31.10000","32.10000","2.01000","6.01000","64.89000","35.11000","57.31000","42.69000","63.51000","36.49000","69.76000","30.24000","62.00000","38.00000"
"298","Offaly County Council","304",NULL,"-4.00000",NULL,"-9.12000","https://www.offaly.ie/app/uploads/Council/Publications_Reports/Gender-Pay-Gap-Report-Dec-2022.pdf","2022","-9.25000","-9.00000","-7.49000","-1.44000",NULL,NULL,NULL,NULL,"32.52000","67.48000","32.79000","67.21000","52.46000","47.54000","46.34000","53.66000","41.00000","59.00000"
"299","Office of Public Works: Established Staff","305",NULL,"17.10000",NULL,"15.54000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/243689/f706321e-e782-4705-8109-714c66e03930.pdf#page=null","2022",NULL,NULL,"-8.71000","-5.28000",NULL,NULL,NULL,NULL,"66.35000","33.65000","57.00000","43.00000","32.85000","67.15000","33.17000","66.83000","47.00000","53.00000"
"300","Office of Public Works: State industrial Staff","306",NULL,"10.07000",NULL,"10.98000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/243689/f706321e-e782-4705-8109-714c66e03930.pdf#page=null","2022",NULL,NULL,"5.39000","8.35000",NULL,NULL,NULL,NULL,"28.16000","71.84000","5.07000","94.93000","14.44000","85.56000","14.08000","85.92000","24.00000","76.00000"
"301","Ornua Co-operative Ltd","307","50.00000","34.00000","32.00000","29.00000","https://www.ornua.com/wp-content/uploads/2022/12/Ornua-Gender-Pay-Gap-Report-2022-FINAL.pdf","2022",NULL,NULL,"-8.00000","6.00000","76.00000","82.00000","88.00000","87.00000","61.00000","39.00000","67.00000","33.00000","39.00000","61.00000","32.00000","68.00000","50.00000","50.00000"
"302","Orwell Healthcare","308","0.00000","-7.00000",NULL,"-1.00000","https://orwellhealthcare.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022-Orwell-Healthcare.pdf","2022","-8.00000","4.00000",NULL,NULL,"74.00000","26.00000","81.00000","19.00000","79.00000","21.00000","60.00000","40.00000","66.00000","34.00000","80.00000","20.00000","71.00000","29.00000"
