"id","companyName","companies_ID","meanBonus","meanHourly","medianBonus","medianHourly","reportLink","year","meanHourlyPT","medianHourlyPT","meanHourlyTemp","medianHourlyTemp","perBonusFemale","perBonusMale","perBIKFemale","perBIKMale","pb1Female","pb1Male","pb2Female","pb2Male","pb3Female","pb3Male","pb4Female","pb4Male","perEmployeesFemale","perEmployeesMale"
"587","John Paul Construction","237","76.00000","41.00000","0.00000","29.00000","https://www.johnpaul.ie/wp-content/uploads/2023/01/Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"588","John Sisk and Son","238","18.66000","11.87000","0.00000","19.64000","https://www.johnsiskandson.com/uploads/pdf/Gender-Pay-Gap-Report-2023-IRL.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"589","Kellanova (Kellogg Europe Trading Limited)","241","70.90000","43.79000","56.23000","35.22000","https://www.kelloggs.ie/content/dam/europe/kelloggs_ie/pdf/KELLANOVA_GPG_IRELAND_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"590","Kerry County Council","243",NULL,"-1.86000",NULL,"-5.97000","https://www.kerrycoco.ie/wp-content/uploads/2023/12/Kerry-County-Council-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"591","Kerry Group","244","25.20000","4.80000","8.00000","7.10000","https://www.kerry.com/content/dam/kerry/en/pdf/about/policies-and-statements/irish-gender-pay-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"592","Kildare County Council","246",NULL,"-4.69000",NULL,"-13.64000","https://kildarecoco.ie/YourCouncil/Publications/Kildare%20County%20Council%20%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"593","Kilkenny County Council","247",NULL,"-0.52000",NULL,"-2.72000","https://kilkennycoco.ie/eng/publications/council_publications/gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"594","Kilsaran Concrete","248","14.76000","0.32000","-3.35000","4.74000","https://www.flipsnack.com/kilsaran/gender-pay-gap-report-2023/full-view.html","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"595","KPMG (excluding partners)","250","20.50000","10.20000","-4.20000","2.90000","https://assets.kpmg.com/content/dam/kpmg/ie/pdf/2023/12/ie-kpmg-ireland-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"596","Kyte Powertech Limited","251","-96.00000","5.90000","-18.00000","7.15000","https://www.kytepowertech.com/wp-content/uploads/2023/12/Gender-Pay-Gap-2023-1.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"597","Lakeland Dairies","253","40.00000","16.20000","1.20000","13.40000","https://www.lakeland.ie/images/uploads/website/Lakeland_Dairies_Gender_Pay_Gap_Report_2023_PDF.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"598","Laois County Council","254",NULL,"5.46000",NULL,"-3.22000","https://laois.ie/wp-content/uploads/Gender-Pay-Gap-Report-for-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"599","Laya Healthcare","255","54.50000","26.30000","29.20000","22.50000","https://www.layahealthcare.ie/diversityandinclusion/genderpaygap/#:~:text=Based%20on%20hourly%20remuneration%2C%20there,over%202%25%20since%20last%20year.","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"600","Legal Aid Board","256",NULL,"4.97000",NULL,"0.00000","https://www.legalaidboard.ie/en/about-the-board/press-publications/gender-pay-gap-reporting/gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"601","Leitrim County Council","257",NULL,"-3.91000",NULL,"-16.05000","https://www.leitrimcoco.ie/eng/your-council/corporate-governance/leitrim-county-council-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"602","Lidl","258","-5.50000","7.00000","0.00000","2.80000","https://www.lidl.ie/static/assets/GenderPayGapReport2023-724629.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"603","Limerick City & County Council","259",NULL,"3.88000",NULL,"-5.61000","https://www.limerick.ie/sites/default/files/media/documents/2023-12/limerick-city-and-county-council-gender-pay-gap-report-for-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"604","Longford County Council","261",NULL,"-3.02000",NULL,"-16.70000","https://www.longfordcoco.ie/your-council/policy-and-publications/gender%20pay%20gap%20report%202023/longford-county-council-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"605","Magna International Autolaunch Ireland Limited","264","-48.61000","4.95000","-21.83000","4.57000","https://www.magna.com/docs/default-source/ireland-pay-legislation/gender-pay-gap-reporting-results-2023.pdf?sfvrsn=2a196c03_11","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"606","Marsh Employee Benefits Ltd","265","58.40000","32.60000","33.20000","25.20000","https://info.marsh.com/l/395202/2023-12-22/cl947b/395202/1703233409C7uTEIyq/Marsh_McLennan_Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"607","Mary Immaculate College","266",NULL,"11.09000",NULL,"25.81000","https://www.mic.ul.ie/about-mic/governance-at-mic/gender-pay-gap-report?index=1","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"608","Mason, Hayes & Curran (incl. partners)","267","55.00000","56.00000","64.00000","26.00000","https://www.mhc.ie/uploads/documents/GPG-2023-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"609","Mastercard Ireland","268","20.00000","12.60000","6.10000","12.40000","https://www.mastercard.ie/content/dam/public/mastercardcom/eu/ie/vision/Other/MAU16858_Ireland_GenderPayGap_2023_v3.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"610","Maynooth University","271",NULL,"9.99000",NULL,"10.60000","https://maynoothuniversity.ie/sites/default/files/assets/document//GPG%20Report%20MU%202023%2012%2018.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"611","Mayo County Council","272",NULL,"-1.99000",NULL,"-8.96000","https://www.mayo.ie/getmedia/95ac3830-6f18-4a03-9022-32aa322701c4/Mayo-Co-Co-Gender-Pay-Gap-Report-for-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"612","McCann Fitzgerald (excluding partners)","273","47.70000","13.70000","25.50000","0.30000","https://www.mccannfitzgerald.com/uploads/McCann_FitzGerald_LLP_Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"613","Lloyds Pharmacy (part of PHX Ireland)","527","51.20000","33.70000","30.80000","25.30000","https://lloydspharmacy.ie/pages/gender-pay-gap-report","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"614","Lloyds Pharmacy (part of PHX Ireland)","527","55.69000","37.14000","33.41000","56.92000","https://issuu.com/lloydspharmacyireland/docs/gender_pay_reporting_published_36_","2022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"615","United Drug (part of PHX Ireland)","528","25.38000","10.96000","9.90000","3.02000","https://issuu.com/lloydspharmacyireland/docs/gender_pay_reporting_published_36_","2022","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"616","PHX Ireland (a PHOENIX company)","531","73.60000","26.70000","27.60000","9.10000","https://lloydspharmacy.ie/pages/gender-pay-gap-report","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"617","United Drug (part of PHX Ireland)","528","36.30000","14.30000","12.10000","6.40000","https://lloydspharmacy.ie/pages/gender-pay-gap-report","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"619","Meath County Council","275",NULL,"6.56000",NULL,"-0.31000","https://www.meath.ie/system/files/media/file-uploads/2023-12/MCC%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"620","Mediahuis Ireland","276","36.70000","20.60000","0.00000","23.80000","https://www.mediahuis.ie/app/uploads/2023/12/GPG-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"621","Merck Millipore","278","8.80000","13.80000","22.30000","18.70000","https://www.merckgroup.com/content/dam/web/corporate/non-images/country-specifics/ireland/Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"622","Mercury Ireland UC (Mercury Engineering)","279","54.51000","13.16000","50.00000","12.44000","https://www.mercuryeng.com/wp-content/uploads/2023/12/2023-Gender-Pay-Gap-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"623","Mercy University Hospital","280","0.00000","24.14000","0.00000","0.08000","https://www.muh.ie/images/muhdocs/MUH_Reports_Gender_Pay_Gap_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"624","Meta Ireland (all legal entities)","282","41.70000","14.50000","20.90000","10.00000","https://s21.q4cdn.com/399680738/files/doc_downloads/2023/12/Meta-in-Ireland-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"625","Microsoft (both legal entities)","283","1.60000","3.00000","3.00000","7.80000","https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-ie/microsoft-brand/documents/mcaps-aboutireland-microsoft-ireland-gender-pay-gap-report-2023-v07-final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"626","ABM (formerly Momentum Support)","284","41.60000","5.60000","-17.30000","1.80000","https://abmireland.com/wp-content/uploads/2023/12/ABM-Ireland-Gender-Pay-Gap-Report-2023-Reg-No-IE091300.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"627","Monaghan County Council","285",NULL,"-3.01000",NULL,"-13.84000","https://monaghan.ie/humanresources/wp-content/uploads/sites/5/2023/12/MCC-Gender-Pay-Gap-Report-2023-V4-1.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"628","MSD","286","12.28000","9.65000","8.15000","12.62000","https://msd-ireland.com/wp-content/uploads/sites/67/2023/12/MSD-GPG-2023_Dec16.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"629","Musgrave: Cedarglade","289","40.80000","4.10000","0.00000","-0.60000","https://www.musgravegroup.com/wp-content/uploads/2023/12/Cedarglade-Gender-Pay-Gap-Report-202311.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"630","Musgrave: Musgrave Limited","290","-5.60000","-10.00000","-5.50000","-19.30000","https://www.musgravegroup.com/wp-content/uploads/2023/12/Musgrave-Ltd-Gender-Pay-Gap-Report-202320.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"631","Musgrave: Musgrave Operating Partners Ireland (MOPI) ","291","35.10000","12.00000","16.00000","9.60000","https://www.musgravegroup.com/wp-content/uploads/2023/12/MOPI-Gender-Pay-Gap-Report-202354.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"632","National College of Ireland","294","14.50000","38.40000","14.40000","41.40000","https://www.ncirl.ie/Portals/0/Annual%20Reports/Gender_PayGap_Report23.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"633","National Shared Services Office","295",NULL,"1.58000",NULL,"-3.67000","https://prod-nsso-assets.s3.amazonaws.com/documents/Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"634","National Treasury Management Agency (NTMA)","297","19.00000","17.20000","24.30000","13.50000","https://www.ntma.ie/uploads/publication-articles/NTMA-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"635","Northern Trust","300","37.30000","12.80000","9.30000","5.20000","https://www.northerntrust.com/content/dam/northerntrust/pws/nt/documents/about-us/policy/2023-irl-gpg-main-report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"636","Nua Healthcare Services","303","5.29000","-2.05000","0.00000","-2.08000","https://www.nuahealthcare.ie/contentFiles/Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"637","Offaly County Council","304",NULL,"-4.18000",NULL,"-11.43000","https://www.offaly.ie/app/uploads/Council/Council_Services_A-Z/Human_Resources/Gender-Pay-Gap-Report-for-2023-Final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"638","Office of Public Works: Established Staff","305",NULL,"16.34000",NULL,"16.91000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"639","Office of Public Works: State industrial Staff","306",NULL,"10.15000",NULL,"13.79000","https://www.gov.ie/pdf/?file=https://assets.gov.ie/279268/0062d1a6-e4f8-4aae-b390-e160027ad91a.pdf#page=null","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"640","Our Lady's Hospice and Care Services","309",NULL,"-2.00000",NULL,"-11.00000","https://olh.ie/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023_FINAL.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"641","Paypal","310","24.30000","16.50000","39.40000","16.80000","https://www.paypalobjects.com/marketing/web/ie/en/Ireland%20Gender%20Pay%20Gap%20Report_22-23_final.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"642","Pepper","311","52.37000","23.74000","34.52000","21.90000","https://pepper-advantage.com/hubfs/Consumer%20Facing%20Website/v4%20Pepper%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"643","PTSB (Permanent TSB)","312","48.00000","16.30000",NULL,"9.20000","https://www.ptsb.ie/globalassets/pdf-documents/csr-responsible-business/ptsb-gender-pay-gap-report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"644","Peter Mark","313","0.00000","19.00000",NULL,"0.00000","https://www.petermark.ie/gender-pay-report/","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"645","Pfizer Ireland (all legal entities)","314","8.60000","10.50000","-5.80000","8.30000","https://www.pfizer.ie/files/Pfizer-Ireland-Gender-Paygap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"646","PJ Hegarty & Sons","315","51.00000","25.00000","0.00000","29.00000","https://www.pjhegarty.ie/wp-content/uploads/2023/12/PJ-Hegarty-Gender-Pay-Gap-2023-Reduced-Size.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"647","PM Group","316","49.60000","30.30000","36.20000","31.40000","https://secure.viewer.zmags.com/publication/51f62ae2#/51f62ae2/1","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"648","PricewaterhouseCoopers (PwC)","318","6.40000","1.60000","-7.30000","-7.80000","https://www.pwc.ie/publications/2023/2023-gender-pay-gap-report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"649","Regeneron","322","22.60000","15.50000","-6.60000","5.90000","https://www.regeneron.ie/downloads/ireland-gender-pay-gap-report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"650","Respond","324",NULL,"20.47000",NULL,"25.33000","https://www.respond.ie/wp-content/uploads/2023/12/8881-Respond-Gender-Pay-Gap-Report-v13.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"651","Rexel: Kellihers Electrical","325","15.64000","5.70000","17.10000","5.40000","https://s3.eu-west-1.amazonaws.com/s3-media-offload-kellihers.com/wp-content/uploads/2023/12/Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"652","River Island","326",NULL,"2.00000",NULL,"0.00000","https://images.riverisland.com/image/upload/v1702897920/0_20231812_ROI_GENDER_PAY_REPORT_v8.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"653","RPS Group Limited","329","22.80000","19.70000","16.90000","26.00000","https://www.rpsgroup.com/media/wr1crgs0/roi-gender-pay-gap-report-2023-14_12_23.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"654","RSA (Road Safety Authority)","330",NULL,"8.41000",NULL,"5.94000","https://www.rsa.ie/docs/default-source/about/rsa-gender-pay-gap-reporting-2023.pdf?Status=Master&sfvrsn=e13733c6_3/","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"655","RSA Insurance Ireland (DAC)","331","45.50000","26.10000","44.30000","31.00000","https://www.rsagroup.ie/sites/default/files/RSA%20Insurance%20Ireland%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"656","Sanofi: Genzyme Ireland Ltd","335","19.40000","8.90000","-5.10000","5.60000","https://www.sanofi.ie/dam/jcr:be036536-e914-437f-b37e-0cf45b222f7c/23_153%20-%20Genzyme%20-%20Gender%20Pay%20Guide%20-%202023%20-%20231222a_RS.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"657","Sherry Fiztgerald","341","3.00000","29.00000","14.00000","30.00000","https://sfgmedia.blob.core.windows.net/upload/structured_content/file_link/SherryFitzGeraldGenderPayReport2023.pptx","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"658","SIPTU","342","11.50000","12.20000","33.30000","10.00000","https://www.siptu.ie/aboutsiptu/genderpaygapreport/file_23857_en.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"659","Sligo County Council","344",NULL,"1.91000",NULL,"-6.15000","https://www.sligococo.ie/News/2023GenderPayGapReport/SCC%20Gender%20Pay%20Gap%20Report%202023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"660","Smyths Toys","346","33.00000","2.00000","1.00000","0.00000","https://www.smythstoys.com/ie/en-ie/gender-pay-gap","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"661","Society of St. Vincent de Paul","347",NULL,"0.10000",NULL,"-9.10000","https://www.svp.ie/wp-content/uploads/2023/12/SVP-Gender-Pay-Gap-Report-2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"662","Sodexo","348","-6.17000","9.94000","12.50000","12.78000","https://ie.sodexo.com/files/live/sites/com-ie/files/Home/Positive%20Impact/ROI_Gender_Ethnicity_Pay_Gap_Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"663","South Dublin County Council","349",NULL,"-9.92000",NULL,"-18.51000","https://www.sdcc.ie/en/our-performance/gender-pay-gap-report/2023-gender-pay-gap-report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"664","SSE Airtricity","351","52.30000","24.40000","44.60000","24.40000","https://www.sse.com/media/u10h3tyy/sse-ireland-gpg-report-2023-v3.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"665","Stripe","353","-49.50000","-18.10000","10.10000","0.80000","https://assets.ctfassets.net/fzn2n1nzq965/3dxPPcPNTrutteKYgNLErC/0ad35ed21cb923a734f3f8ba8d8c5cfb/Ireland_Gender_Pay_Gap_Report_2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"666","Stryker","354","17.40000","12.10000","15.60000","11.80000","https://www.stryker.com/content/dam/stryker/about/our-locations/ireland/gender-pay-gap-report/2023/COMM-GSNPS-OTHD-866220%20110623%20Ireland%20gender%20pay%20gap.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"667","Sysco Ireland","356","-32.40000","4.80000","0.00000","13.70000","https://issuu.com/syscoireland/docs/sysco_ireland_pay_gap_report_f?ff","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"668","Tayto Snacks","358","35.20000","8.68000","16.56000","4.05000","https://taytosnacks.ie/wp-content/uploads/2023/12/Tayto-Snacks-2023-Gender-Pay-Report.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"669","TCS (Tata Consulting Services)","359","2.30000","6.00000","9.90000","7.40000","https://www.tcs.com/who-we-are/worldwide/uk/tcs-ireland-gender-pay-gap-report","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"670","Teagasc","360",NULL,"11.00000",NULL,"18.00000","https://www.teagasc.ie/media/website/about/our-organisation/gender-and-equality/Gender-Pay-Gap_TeagascReport2023.pdf","2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
